Url,Title,Keywords,Doi,Entrytype,Id,Year,Volume,Publisher,Month,Journal,Issn,Author,Abstract,Issue,Pages,Pmid,Number,Pubmedid,Article-number,Booktitle,Name,No. of Citations,Initial Letter
,"Atrial Strain by Feature-Tracking Cardiac Magnetic Resonance Imaging in Takotsubo Cardiomyopathy. Features, Feasibility, and Reproducibility","CMR,CMR-FT,atrial strain,imaging,takotsubo cardiomyopathy",10.1177/08465371211042497,article,Cau2022-8,2022,73,SAGE Publications Inc.,8,Canadian Association of Radiologists Journal,14882361,"Riccardo Cau,Pierpaolo Bassareo,Gloria Caredda,Jasjit S. Suri,Antonio Esposito,Luca Saba","Objectives: The purpose of this study was to investigate whether there may be a bi-atrial dysfunction in Takotsubo syndrome (TS) during the transient course of the disease, using cardiac magnetic resonance imaging feature tracking (CMR-FT) in analyzing bi-atrial strain. Method: Eighteen TS patients and 13 healthy controls were studied. Reservoir, conduit, and booster bi-atrial functions were analyzed by CMR-FT. The correlation between LA and RA strain parameters was assessed. Intra- and inter-observer reproducibility was evaluated for all strain and strain rate (SR) parameters using intraclass correlation coefficients (ICCs) and Bland-Altman analysis. Results: Atrial strain were feasible in all patients and controls. Takotsubo patients showed an impaired LA Reservoir strain (∊s), LA Reservoir strain rate (SRs), LA and RA Conduit strain(∊e), LA and RA conduit strain rate (SRe) in comparison with controls (P < 0.001 for all of them), while no differences were found as to LA and RA booster deformation parameters (∊a and SRa). Analysis of correlation showed that LA ∊s, SRs, ∊e, and SRe were positively correlated with corresponding RA strain measurements (P < 0.001, r = 0.61 and P = 0,03, r = 0,54, respectively). Reproducibility was good to excellent for all atrial strain and strain rate parameters (ICCs ranging from 0,50 to 0,96). Conclusion: Atrial strain analysis using CMR-FT may be a useful tool to reveal new pathophysiological insights in Takotsubo cardiomyopathy. Additional studies, with a larger number of patients, are needed to confirm the possible role of these advanced CMR tools in characterizing TS patients.",3,573-580,34615401,11,,,,"Atrial Strain by Feature-Tracking Cardiac Magnetic Resonance Imaging in Takotsubo Cardiomyopathy. Features, Feasibility, and Reproducibility",,A
,Bagging Predictors,"Aggregation Bootstrap,Averaging,Combining",,techreport,Bbeiman1996,1996,24,,,,,Leo Bbeiman,"Bagging predictors is a method for generating multiple versions of a predictor and using these to get an aggregated predictor. The aggregation averages over the versions when predicting a numerical outcome and does a plurality vote when predicting a class. The multiple versions are formed by making bootstrap replicates of the learning set and using these as new learning sets. Tests on real and simulated data sets using classification and regression trees and subset selection in linear regression show that bagging can give substantial gains in accuracy. The vital element is the instability of the prediction method. If perturbing the learning set can cause significant changes in the predictor constructed, then bagging can improve accuracy.",,123-140,,12,,,,Bagging Predictors,,B
,Base-to-apex Gradient Pattern Assessed by Cardiovascular Magnetic Resonance in Takotsubo Cardiomyopathy,"CMR,Takotsubo syndrome,base-to-apex gradients,myocardial strain",10.1097/RTI.0000000000000761,article,Cau2024Base,2024,39,Lippincott Williams and Wilkins,7,Journal of Thoracic Imaging,15360237,"Riccardo Cau,Giuseppe Muscogiuri,Vitanio Palmisano,Michele Porcu,Alessandra Pintus,Roberta Montisci,Lorenzo Mannelli,Jasjit S. Suri,Marco Francone,Luca Saba","Objectives: The purpose of this study was to investigate the base-to-apex gradient strain pattern as a noncontrast cardiovascular magnetic resonance (CMR) parameter in patients with Takotsubo cardiomyopathy (TTC) and determine whether this pattern may help discriminate TTC from patients with anterior myocardial infarction (AMI). Materials and Methods: A total of 80 patients were included in the analysis: 30 patients with apical ballooning TTC and 50 patients with AMI. Global and regional ventricular function, including longitudinal (LS), circumferential (CS), and radial strain (RS), were assessed using CMR. The base-to-apex LS, RS, and CS gradients, defined as the peak gradient difference between averaged basal and apical strain, were calculated. Results: The base-to-apex RS gradient was impaired in TTC patients compared with the AMI group (14.04 ± 15.50 vs. -0.43 ± 11.59, P=0.001). Conversely, there were no significant differences in the base-to-apex LS and CS gradients between the AMI group and TTC patients (0.14 ± 2.71 vs. -1.5 ± 3.69, P=0.054: -0.99 ± 6.49 vs. ±1.4 ± 5.43, P=0.47, respectively). Beyond the presence and extension of LGE, base-to-apex RS gradient was the only independent discriminator between TTC and AMI (OR 1.28; 95% CI 1.08, 1.52, P=0.006) in multivariate logistic regression analysis. Conclusion: The findings of this study suggest that the pattern of regional myocardial strain impairment could serve as an additional noncontrast CMR tool to refine the diagnosis of TTC. A pronounced base-to-apex RS gradient may be a specific left ventricle strain pattern of TTC.",4,217-223,37905946,13,,,,Base-to-apex Gradient Pattern Assessed by Cardiovascular Magnetic Resonance in Takotsubo Cardiomyopathy,,B
,Biomarkers in patients with Takotsubo cardiomyopathy compared to patients with acute anterior ST-elevation myocardial infarction,"ST-elevation myocardial infarction,Takotsubo cardiomyopathy,copeptin,inflammation,mid-regional pro-adrenomedullin,neuroendocrine response,pro-atrial natriuretic peptide,soluble thrombomodulin,suppression of tumorigenicity 2,syndecan-1",10.1080/1354750X.2019.1710767,article,Hjagergaard2020,2020,25,Taylor and Francis Ltd,2,Biomarkers,13665804,"Mathias Alexander Højagergaard,Christian Hassager,Thomas Emil Christensen,Lia Evi Bang,Jens Peter Gøtze,Sisse Rye Ostrowski,Lene Holmvang,Martin Frydland","Background: Takotsubo cardiomyopathy (TTC) is a syndrome of acute non-coronary heart failure with similar symptoms and electrocardiograms to acute anterior ST-elevation myocardial infarction (STEMI). Little is known about the pathophysiology of TTC. We assessed admission plasma concentrations of biomarkers reflecting neuroendocrine response (copeptin, mid-regional-pro-adrenomedullin, pro-atrial-natriuretic-peptide, soluble thrombomodulin (sTM), syndecan-1) and inflammation (suppression-of-tumorigenicity 2 (ST2), high-sensitive C-reactive-protein) in TTC patients and compared to patients with acute anterior STEMI. Materials and methods: Twenty TTC patients were matched with 40 STEMI patients by age, gender and left ventricular ejection fraction. Blood was sampled upon hospital admission immediately before acute coronary angiography. Results: The groups had similar comorbidities. TTC patients had higher plasma concentrations of sTM: 7.94 (5.89;9.61) vs. 6.42 (5.50;7.82)ng/ml, p = 0.04 and ST2 (53 (32;157) vs. 45 (31;55)ng/ml, p = 0.008) and higher heart rate: 101 (± 33) vs. 76(± 14)bpm, p = 0.0001, but lower concentrations of copeptin (10.4 (7.6;39) vs. 92.3 (13;197)pmol/l, p < 0.05) and troponin T (348 (98;759) vs. 1190 (261;4105)ng/l, p = 0.04). Conclusion: TTC patients had higher plasma concentrations of sTM and ST2, higher heart rate and lower copeptin and troponin T concentrations compared to acute anterior STEMI patients. This study contributes to the hypothesis that TTC patients have endothelial cell damage and are hemodynamically more stable than patients with acute anterior STEMI on admission.",2,137-143,31902247,14,,,,Biomarkers in patients with Takotsubo cardiomyopathy compared to patients with acute anterior ST-elevation myocardial infarction,,B
,Cardiovascular Magnetic Resonance Imaging of Takotsubo Syndrome: Evolving Diagnostic and Prognostic Perspectives,"CMR,Takotsubo,imaging,prognosis",10.1111/echo.15949,misc,Cau2024-3,2024,41,,10,"Echocardiography (Mount Kisco, N.Y.)",15408175,"Riccardo Cau,Salvatore Masala,Lorenzo Manelli,Michele Porcu,Mariano Scaglione,Tommaso D'Angelo,Rodrigo Salgado,Luca Saba","Takotsubo syndrome (TS) is a temporary form of left ventricular (LV) dysfunction characterized by a distinct pattern of LV impairment, often triggered by a physical or emotional stressful event. Historically, TS was considered a benign condition due to its prompt restoration of myocardial function and generally excellent outcomes. However, recent studies have shown that complications similar to those seen after myocardial infarction can occur, necessitating careful monitoring of these patients. Among noninvasive imaging techniques, cardiovascular magnetic resonance (CMR) is becoming increasingly important in evaluating patients with TS. CMR offers a unique ability to noninvasively assess myocardial tissue characteristics, allowing for detecting the typical features of TS, such as specific wall motion abnormalities and myocardial edema. Beyond its well-established diagnostic utility in the clinical management of TS, CMR has also proven valuable in prognosis and risk stratification for these patients. Advances in CMR, including myocardial strain and parametric mapping have expanded its role in the diagnosis, prognosis, and follow-up of these patients. This review aims to provide a comprehensive overview of the potential applications of CMR in the diagnostic and prognostic evaluation of TS patients. It explores the emerging use of novel CMR imaging biomarkers that may enhance diagnosis, improve prognostic accuracy, and contribute to the overall management of these patients.",10,e15949,39367775,15,,,,Cardiovascular Magnetic Resonance Imaging of Takotsubo Syndrome: Evolving Diagnostic and Prognostic Perspectives,,C
,Cine-cardiac magnetic resonance to distinguish between ischemic and non-ischemic cardiomyopathies: a machine learning approach,"Artificial intelligence,Cardiomyopathy,Cardiovascular diseases,Cine magnetic resonance imaging,Machine learning",10.1007/s00330-024-10640-8,article,Cau2024-2,2024,34,Springer Science and Business Media Deutschland GmbH,9,European Radiology,14321084,"Riccardo Cau,Francesco Pisu,Alessandra Pintus,Vitanio Palmisano,Roberta Montisci,Jasjit S. Suri,Rodrigo Salgado,Luca Saba","Objective: This work aimed to derive a machine learning (ML) model for the differentiation between ischemic cardiomyopathy (ICM) and non-ischemic cardiomyopathy (NICM) on non-contrast cardiovascular magnetic resonance (CMR). Methods: This retrospective study evaluated CMR scans of 107 consecutive patients (49 ICM, 58 NICM), including atrial and ventricular strain parameters. We used these data to compare an explainable tree-based gradient boosting additive model with four traditional ML models for the differentiation of ICM and NICM. The models were trained and internally validated with repeated cross-validation according to discrimination and calibration. Furthermore, we examined important variables for distinguishing between ICM and NICM. Results: A total of 107 patients and 38 variables were available for the analysis. Of those, 49 were ICM (34 males, mean age 60 ± 9 years) and 58 patients were NICM (38 males, mean age 56 ± 19 years). After 10 repetitions of the tenfold cross-validation, the proposed model achieved the highest area under curve (0.82, 95% CI [0.47–1.00]) and lowest Brier score (0.19, 95% CI [0.13–0.27]), showing competitive diagnostic accuracy and calibration. At the Youden’s index, sensitivity was 0.72 (95% CI [0.68–0.76]), the highest of all. Analysis of predictions revealed that both atrial and ventricular strain CMR parameters were important for the identification of ICM patients. Conclusion: The current study demonstrated that using a ML model, multi chamber myocardial strain, and function on non-contrast CMR parameters enables the discrimination between ICM and NICM with competitive diagnostic accuracy. Clinical relevance statement: A machine learning model based on non-contrast cardiovascular magnetic resonance parameters may discriminate between ischemic and non-ischemic cardiomyopathy enabling wider access to cardiovascular magnetic resonance examinations with lower costs and faster imaging acquisition. Key Points: • The exponential growth in cardiovascular magnetic resonance examinations may require faster and more cost-effective protocols. • Artificial intelligence models can be utilized to distinguish between ischemic and non-ischemic etiologies. • Machine learning using non-contrast CMR parameters can effectively distinguish between ischemic and non-ischemic cardiomyopathies. Graphical Abstract: (Figure presented.)",9,5691-5704,38451322,16,,,,Cine-cardiac magnetic resonance to distinguish between ischemic and non-ischemic cardiomyopathies: a machine learning approach,,C
,cMRI-BED: A novel informatics framework for cardiac MRI biomarker extraction and discovery applied to pediatric cardiomyopathy classification,,10.1186/1475-925X-14-S2-S7,article,Gopalakrishnan2015,2015,14,BioMed Central Ltd.,8,BioMedical Engineering Online,1475925X,"Vanathi Gopalakrishnan,Prahlad G. Menon,Shobhit Madan","Background: Pediatric cardiomyopathies are a rare, yet heterogeneous group of pathologies of the myocardium that are routinely examined clinically using Cardiovascular Magnetic Resonance Imaging (cMRI). This gold standard powerful non-invasive tool yields high resolution temporal images that characterize myocardial tissue. The complexities associated with the annotation of images and extraction of markers, necessitate the development of efficient workflows to acquire, manage and transform this data into actionable knowledge for patient care to reduce mortality and morbidity. Methods: We develop and test a novel informatics framework called cMRI-BED for biomarker extraction and discovery from such complex pediatric cMRI data that includes the use of a suite of tools for image processing, marker extraction and predictive modeling. We applied our workflow to obtain and analyze a dataset of 83 de-identified cases and controls containing cMRI-derived biomarkers for classifying positive versus negative findings of cardiomyopathy in children. Bayesian rule learning (BRL) methods were applied to derive understandable models in the form of propositional rules with posterior probabilities pertaining to their validity. Popular machine learning methods in the WEKA data mining toolkit were applied using default parameters to assess cross-validation performance of this dataset using accuracy and percentage area under ROC curve (AUC) measures. Results: The best 10-fold cross validation predictive performance obtained on this cMRI-derived biomarker dataset was 80.72% accuracy and 79.6% AUC by a BRL decision tree model, which is promising from this type of rare data. Moreover, we were able to verify that mycocardial delayed enhancement (MDE) status, which is known to be an important qualitative factor in the classification of cardiomyopathies, is picked up by our rule models as an important variable for prediction. Conclusions: Preliminary results show the feasibility of our framework for processing such data while also yielding actionable predictive classification rules that can augment knowledge conveyed in cardiac radiology outcome reports. Interactions between MDE status and other cMRI parameters that are depicted in our rules warrant further investigation and validation. Predictive rules learned from cMRI data to classify positive and negative findings of cardiomyopathy can enhance scientific understanding of the underlying interactions among imaging-derived parameters.",2,,26329721,17,,,,cMRI-BED: A novel informatics framework for cardiac MRI biomarker extraction and discovery applied to pediatric cardiomyopathy classification,,C
https://www.sciencedirect.com/science/article/pii/S1361841523000270,CNTSeg: A multimodal deep-learning-based network for cranial nerves tract segmentation,"Cranial nerves tract, Segmentation, Multimodal, Deep learning",https://doi.org/10.1016/j.media.2023.102766,article,XIE2023102766,2023,86,,,Medical Image Analysis,1361-8415,"Lei Xie,Jiahao Huang,Jiangli Yu,Qingrun Zeng,Qiming Hu,Zan Chen,Guoqiang Xie,Yuanjing Feng","The segmentation of cranial nerves (CNs) tracts based on diffusion magnetic resonance imaging (dMRI) provides a valuable quantitative tool for the analysis of the morphology and course of individual CNs. Tractography-based approaches can describe and analyze the anatomical area of CNs by selecting the reference streamlines in combination with ROIs-based (regions-of-interests) or clustering-based. However, due to the slender structure of CNs and the complex anatomical environment, single-modality data based on dMRI cannot provide a complete and accurate description, resulting in low accuracy or even failure of current algorithms in performing individualized CNs segmentation. In this work, we propose a novel multimodal deep-learning-based multi-class network for automated cranial nerves tract segmentation without using tractography, ROI placement or clustering, called CNTSeg. Specifically, we introduced T1w images, fractional anisotropy (FA) images, and fiber orientation distribution function (fODF) peaks into the training data set, and design the back-end fusion module which uses the complementary information of the interphase feature fusion to improve the segmentation performance. CNTSeg has achieved the segmentation of 5 pairs of CNs (i.e. optic nerve CN II, oculomotor nerve CN III, trigeminal nerve CN V, and facial–vestibulocochlear nerve CN VII/VIII). Extensive comparisons and ablation experiments show promising results and are anatomically convincing even for difficult tracts. The code will be openly available at https://github.com/IPIS-XieLei/CNTSeg.",,102766,,18,,,,CNTSeg: A multimodal deep-learning-based network for cranial nerves tract segmentation,,C
https://about.jstor.org/terms,Comparing the Areas under Two or More Correlated Receiver Operating Characteristic Curves: A Nonparametric Approach,,,techreport,Delong1988,1988,44,,,,,"Elizabeth R Delong,David M Delong,Daniel L Clarke-Pearson",,3,837-845,,19,,,,Comparing the Areas under Two or More Correlated Receiver Operating Characteristic Curves: A Nonparametric Approach,,C
,Could CMR Tissue-Tracking and Parametric Mapping Distinguish Between Takotsubo Syndrome and Acute Myocarditis? A Pilot Study,"CMR,Myocardial strain,Myocarditis,T1 mapping,T2 mapping,Takotsubo syndrome",10.1016/j.acra.2021.01.009,article,Cau2022-9,2022,29,Elsevier Inc.,4,Academic Radiology,18784046,"Riccardo Cau,Pierpaolo Bassareo,Martino Deidda,Gloria Caredda,Jasjit S. Suri,Gianluca Pontone,Luca Saba","Rationale and Objective: Takotsubo syndrome (TS) is a transient and often misdiagnosed form of left ventricular dysfunction. Acute myocarditis (AM) is usually included in TS differential diagnosis. The aim of this study is to assess the role of cardiac magnetic resonance imaging coupled with tissue-tracking technique (CMR-TT) and parametric mappings analysis in discriminating between TS and AM. Materials and Methods: We retrospectively enrolled three groups: patients with TS (n = 12), patients with AM (n = 14), and 10 healthy controls. All the patients had a comprehensive CMR examination, including the assessment of global and segmental longitudinal strain, circumferential strain, radial strain (RS), and parametric mapping. Results: The analysis of variance was used to compare the different groups. In TS patients, basal RS, global T1 mapping, global T2 mapping, mid T2 mapping, apical T1 and T2 mapping were statistically significantly different compared with the other groups. MANCOVA analysis confirmed that the association between myocardial strain data and parametric mapping was independent on age and sex. Apical T1 and T2 mapping proved to have a good performance in differentiating TS from AM (area under the curves of 0.908 and 0.879, respectively). Conclusion: Basal RS and apical tissue mapping analysis are the most advanced CMR-derived parameters in making a differential diagnosis between TS and AM.",,S33-S39,33487539,20,,,,Could CMR Tissue-Tracking and Parametric Mapping Distinguish Between Takotsubo Syndrome and Acute Myocarditis? A Pilot Study,,C
,Current knowledge and future challenges in takotsubo syndrome: Part 1—pathophysiology and diagnosis,"Acute heart failure,Biomarker,Broken heart syndrome,Inflammation,Lipotoxicity,Takotsubo syndrome",10.3390/jcm10030479,misc,Rawish2021,2021,10,MDPI,,Journal of Clinical Medicine,20770383,"Elias Rawish,Thomas Stiermaier,Francesco Santoro,Natale D. Brunetti,Ingo Eitel","First recognized in 1990, takotsubo syndrome (TTS) constitutes an acute cardiac condition that mimics acute myocardial infarction commonly in the absence of obstructive coronary artery disease; it is characterized by temporary left ventricular dysfunction, regularly in a circumferential apical, midventricular, or basal distribution. Considering its acute clinical presentation, coronary angiography with left ventriculography constitutes the gold standard diagnostic tool to exclude or confirm TTS. Frequently, TTS is related to severe emotional or physical stress and a subsequent increased adrenergic stimulation affecting cardiac function. Beyond clinical presentation, epidemiology, and novel diagnostic biomarkers, this review draws attention to potential pathophysiological mechanisms for the observed reversible myocardial dysfunction such as sympathetic overdrive-mediated multi-vessel epicardial spasms, microvascular dysfunction, the direct toxicity of catecholamines, lipotoxicity, and inflammation. Considering the long-term prognosis, further experimental and clinical research is indispensable to elucidate further pathophysiological mechanisms underlying TTS before randomized control trials with evidence-based therapeutic management can be performed.",3,1-23,,21,,,,Current knowledge and future challenges in takotsubo syndrome: Part 1—pathophysiology and diagnosis,,C
,Current knowledge and future challenges in takotsubo syndrome: Part 2-treatment and prognosis,"Apical ballooning,Outcome,Prognosis,Takotsubo syndrome,Therapy",10.3390/jcm10030468,article,Santoro2021,2021,10,MDPI,2,Journal of Clinical Medicine,20770383,"Francesco Santoro,Adriana Mallardi,Alessandra Leopizzi,Enrica Vitale,Elias Rawish,Thomas Stiermaier,Ingo Eitel,Natale D. Brunetti","Takotsubo syndrome (TTS) represents a form of acute heart failure featured by reversible left ventricular systolic dysfunction. The management during the acute phase is mainly performed with supportive pharmacological (diuretics, ACE-inhibitors/angiotensin-receptor blockers (ARBs), anticoagulants, antiarrhythmics, non-catecholamine inotropics (levosimendan), and non-pharmacological (mechanical circulatory and respiratory support) therapy, due to the wide clinical presentation and course of the disease. However, there is a gap in evidence and there are no randomized and adequately powered studies on clinical effectiveness of therapeutic approaches. Some evidence supports the use ACE-inhibitors/ARBs at long-term. A tailored approach based on cardiovascular and noncardiovascular risk factors is strongly suggested for long-term management. The urgent need for evidence-based treatment approaches is also reflected by the prognosis following TTS. The acute phase of the disease can be accompanied by various cardiovascular complications. In addition, long term outcome of TTS patients is also related to non-cardiovascular comorbidities. Physical triggers such as hypoxia and acute neurological disorders in TTS are associated with a poor outcome.",3,1-9,,22,,,,Current knowledge and future challenges in takotsubo syndrome: Part 2-treatment and prognosis,,C
,Deep learning from atrioventricular plane displacement in patients with Takotsubo syndrome: lighting up the black-box,,,article,zaman2024deep,2024,5,Oxford University Press US,,European Heart Journal-Digital Health,,"Zaman,Fahim,Isom,Nicholas,Chang,Amanda,Wang,Yi Grace,Abdelhamid,Ahmed,Khan,Arooj,Makan,Majesh,Abdelghany,Mahmoud,Wu,Xiaodong,Liu,Kan",,,134--143,,23,,,,Deep learning from atrioventricular plane displacement in patients with Takotsubo syndrome: lighting up the black-box,,D
,Diagnostic models to differentiate Takotsubo syndrome from acute coronary syndrome: A systematic review and meta-analysis,"Acute coronary syndrome,Diagnostic model,Systematic review,Takotsubo syndrome",10.1002/ejhf.3584,misc,Diaz-Arocutipa2025,2025,,John Wiley and Sons Ltd,,European Journal of Heart Failure,18790844,"Carlos Diaz-Arocutipa,Adrian V. Hernandez,Cesar Joel Benites-Moya,Norma Nicole Gamarra-Valverde,Rafael Yrivarren-Cespedes,Javier Torres-Valencia,Lourdes Vicent","Aims: Differentiation between patients with Takotsubo syndrome and acute coronary syndrome (ACS) remains a challenge. We performed a systematic review to identify and evaluate diagnostic predictive models to distinguish both conditions. Methods and results: We performed an electronic search in PubMed, EMBASE, and Scopus until January 2024. Observational studies that developed and/or validated multivariable diagnostic models to differentiate Takotsubo syndrome from ACS were included. The risk of bias was assessed using the Prediction model Risk Of Bias ASsessment Tool (PROBAST). We conducted a narrative synthesis of the performance measures of the diagnostic models evaluated in each study. In addition, a random-effects meta-analysis of the c-statistic with its 95% confidence interval (CI) of the InterTAK model was performed. Of 1015 articles, a total of 11 studies (n = 4552) were included. We identified eight new diagnostic models and eight were external validation of existing models. The most frequent model was InterTAK (n = 4). The reported c-statistic ranged from 0.77 to 0.97 across all models. Calibration plots were reported only for two models. The summary c-statistic was 0.89 (95% confidence interval 0.73–0.96) for the InterTAK model. The risk of bias was high for all models and the applicability was of low (50%) or unclear (50%) concern. Conclusion: Our review identified multiple diagnostic models to diagnose Takotsubo syndrome. Although most models showed acceptable-to-good discriminative performance, calibration measures were almost unreported and the risk of bias was a concern in most studies.",,,,24,,,,Diagnostic models to differentiate Takotsubo syndrome from acute coronary syndrome: A systematic review and meta-analysis,,D
,"Distinguishing a heart attack from the ""broken heart syndrome"" (Takotsubo cardiomyopathy)","Takotsubo cardiomyopathy,ampulla cardiomyopathy,angina,apical ballooning,ballooning,myocardial infarction",10.1097/JCN.0b013e31820e2a90,misc,Nussinovitch2011,2011,26,,11,Journal of Cardiovascular Nursing,08894655,"Udi Nussinovitch,Orly Goitein,Naomi Nussinovitch,Arie Altman","Takotsubo cardiomyopathy (TC) is a neurocardiological disorder presumed to be triggered by stress, which may cause reversible heart failure, usually in postmenopausal women. It may mimic an acute myocardial infarction, accompanied by minimal elevation of cardiac enzymes, usually without evidence of obstructive coronary artery disease. Most clinicians are unfamiliar with this disorder. Therefore, some TCs are misdiagnosed as acute myocardial infarction. The modified Mayo Clinic criteria usually confirm a diagnosis, although the diagnostic criteria for TC remain controversial. Enhanced awareness by clinicians is important when encountering patients with chest pain and elevated cardiac enzymes. Takotsubo cardiomyopathy is usually associated with a favorable prognosis, although in rare instances it may be associated with life-threatening complications. Supportive care is especially important in the TC management. Our aim was to describe TC, characterize its clinical features, and extensively review the relevant literature. Copyright © 2011 Lippincott Williams & Wilkins.",6,524-529,21372731,25,,,,"Distinguishing a heart attack from the ""broken heart syndrome"" (Takotsubo cardiomyopathy)",,D
,Dynamic Trend of Myocardial Edema in Takotsubo Syndrome: A Serial Cardiac Magnetic Resonance Study,"Cardiovascular magnetic resonance,Myocardial edema,Takotsubo cardiomyopathy,Takotsubo syndrome,Transient apical wall thickening",10.3390/jcm11040987,article,Kato2022,2022,11,MDPI,2,Journal of Clinical Medicine,20770383,"Ken Kato,Michiko Daimon,Masanori Sano,Koki Matsuno,Yoshiaki Sakai,Iwao Ishibashi,Tadayuki Kadohira,Koji Matsumoto,Yoshitada Masuda,Takashi Uno,Jelena Rima Ghadri,Christian Templin,Yoshio Kobayashi","Background: The wall motion abnormalities of the left ventricle (LV) in takotsubo syndrome (TTS) are known to be transient and completely recover within a few weeks. However, there is little information about the relationship between functional recovery and tissue characteristics. The aim of this study was to investigate the recovery process of TTS using cardiovascular magnetic resonance (CMR). Methods: Consecutive patients with TTS were prospectively enrolled. We performed serial CMR in the acute phase (<72 h after admission), the subacute phase (7–10 days after admission) and the chronic phase (3 months later). To assess the degree of myocardial edema quantitatively, we evaluated the signal intensity of myocardium on T2-weighted images and calculated the signal intensity ratio compared with the skeletal muscle. Results: Fifteen patients with TTS were enrolled. CMR demonstrated reduced LV ejection fraction in the acute phase, and it recovered almost completely by the subacute phase. On the other hand, severe myocardial edema was still observed in the subacute phase, associated with increased LV mass. The highest signal intensity ratio in the subacute phase was correlated with the maximum voltage of negative T wave on electrocardiogram (r = 0.57, p = 0.03). Conclusions: In patients with TTS, myocardial edema associated with increased LV mass still remained in the subacute phase despite functional recovery of the LV. Electrocardiogram may be useful to assess the degree of myocardial edema in the subacute phase. Our study suggests that myocardial ischemia might have a central role in developing TTS.",4,,,26,,,,Dynamic Trend of Myocardial Edema in Takotsubo Syndrome: A Serial Cardiac Magnetic Resonance Study,,D
,Editorial: Precision imaging for precision care – The role of quantitative CMR parameters in Takotsubo syndrome,,10.1016/j.ijcard.2024.132744,misc,Cau2025-12,2025,420,Elsevier Ireland Ltd,2,International Journal of Cardiology,18741754,"Riccardo Cau,Luca Saba",,,,,27,,,,Editorial: Precision imaging for precision care – The role of quantitative CMR parameters in Takotsubo syndrome,,E
,Epicardial fat volume assessed with cardiac magnetic resonance imaging in patients with Takotsubo cardiomyopathy,"CMR,Cardiomyopathy,Epicardial fat thickness,Epicardial fat volume,Takotsubo",10.1016/j.ejrad.2023.110706,article,Cau2023-7,2023,160,Elsevier Ireland Ltd,3,European Journal of Radiology,18727727,"Riccardo Cau,Pierpaolo Bassareo,Filippo Cademartiri,Christian Cadeddu,Antonella Balestrieri,Lorenzo Mannelli,Jasjit S. Suri,Luca Saba","Purpose: The aims of our study were to investigate with cardiovascular magnetic resonance (CMR) the role of Epicardial Fat Volume (EFV) and distribution in patients with Takotsubo cardiomyopathy (TTC). Moreover, we explored EFV in patients with TTC and related this to comorbidities, cardiac biomarkers, and cardiac function. Methods: This retrospective study performed CMR scans in 30 consecutive TTC patients and 20 healthy controls. The absolute amount of EFV was quantified in consecutive short-axis cine stacks through the modified Simpson's rule. In addition, the left atrio-ventricular groove (LV) and right ventricle (RV) Epicardial Fat Thickness (EFT) were measured as well. Besides epicardial fat, LV myocardial strain parameters and T2 mapping measurements were obtained. Results: TTC patients and controls were of comparable age, sex, and body mass index. Compared to healthy controls, patients with TTC demonstrated a significantly increased EFV, epicardial fat mass, and EFV indexed for body 7surface area (p = 0.005; p = 0.003; p = 0.008; respectively). In a multiple regression model including age, sex, BMI, atrial fibrillation, and dyslipidemia, TTC remained an independent association with EFV (p = 0.008). Global T2 mapping and Global longitudinal strain in patients with TTC were correlated with EFV (r = 0.63, p = 0.001, and r = 0.44, p = 0.02, respectively). Conclusion: Patients with TTC have increased EFV compared to healthy controls, despite a similar body mass index. The amount of epicardial fat was associated with CMR markers of myocardial inflammation and subclinical contractile dysfunction.",,,36701825,28,,,,Epicardial fat volume assessed with cardiac magnetic resonance imaging in patients with Takotsubo cardiomyopathy,,E
,Epidemiology and pathophysiology of Takotsubo syndrome,,10.1038/nrcardio.2015.39,misc,Akashi2015,2015,12,Nature Publishing Group,7,Nature Reviews Cardiology,17595010,"Yoshihiro J. Akashi,Holger M. Nef,Alexander R. Lyon","Takotsubo syndrome is an acute cardiac syndrome first described in 1990 and characterized by transient left ventricular dysfunction affecting more than one coronary artery territory, often in a circumferential apical, mid-ventricular, or basal distribution. Several pathophysiological explanations have been proposed for this syndrome and its intriguing appearance, and awareness is growing that these explanations might not be mutually exclusive. The reversible apical myocardial dysfunction observed might result from more than one pathophysiological phenomenon. The pathophysiology of Takotsubo syndrome is complex and integrates neuroendocrine physiology, potentially involving the cognitive centres of the brain, and including the hypothalamic-pituitary-adrenal axis. Cardiovascular responses are caused by the sudden sympathetic activation and surge in concentrations of circulating catecholamines. The multiple morphological changes seen in the myocardium match those seen after catecholamine-induced cardiotoxicity. The acute prognosis and recurrence rate are now known to be worse than initially thought, and much still needs to be learned about the epidemiology and the underlying pathophysiology of this fascinating condition in order to improve diagnostic and treatment pathways.",7,387-397,25855605,29,,,,Epidemiology and pathophysiology of Takotsubo syndrome,,E
